timestamp,symbol,adjclose,high,volume,open,low,close
2014-09-17 00:00:00,BTC-USD,457.3340148925781,468.1740112304688,21056800.0,465.864013671875,452.4219970703125,457.3340148925781
2014-09-18 00:00:00,BTC-USD,424.4400024414063,456.8599853515625,34483200.0,456.8599853515625,413.10400390625,424.4400024414063
2014-09-19 00:00:00,BTC-USD,394.7959899902344,427.8349914550781,37919700.0,424.1029968261719,384.5320129394531,394.7959899902344
2014-09-20 00:00:00,BTC-USD,408.9039916992188,423.2959899902344,36863600.0,394.6730041503906,389.8829956054688,408.9039916992188
2014-09-21 00:00:00,BTC-USD,398.8210144042969,412.4259948730469,26580100.0,408.0849914550781,393.1809997558594,398.8210144042969
2014-09-22 00:00:00,BTC-USD,402.1520080566406,406.9159851074219,24127600.0,399.1000061035156,397.1300048828125,402.1520080566406
2014-09-23 00:00:00,BTC-USD,435.7909851074219,441.5570068359375,45099500.0,402.0920104980469,396.1969909667969,435.7909851074219
2014-09-24 00:00:00,BTC-USD,423.2049865722656,436.1119995117188,30627700.0,435.7510070800781,421.1319885253906,423.2049865722656
2014-09-25 00:00:00,BTC-USD,411.5740051269531,423.5199890136719,26814400.0,423.156005859375,409.4679870605469,411.5740051269531
2014-09-26 00:00:00,BTC-USD,404.4249877929688,414.93798828125,21460800.0,411.4289855957031,400.0090026855469,404.4249877929688
2014-09-27 00:00:00,BTC-USD,399.5199890136719,406.62298583984375,15029300.0,403.5559997558594,397.37200927734375,399.5199890136719
2014-09-28 00:00:00,BTC-USD,377.1809997558594,401.0169982910156,23613300.0,399.4710083007813,374.3320007324219,377.1809997558594
2014-09-29 00:00:00,BTC-USD,375.4670104980469,385.21099853515625,32497700.0,376.9280090332031,372.239990234375,375.4670104980469
2014-09-30 00:00:00,BTC-USD,386.9440002441406,390.97698974609375,34707300.0,376.0880126953125,373.4429931640625,386.9440002441406
2014-10-01 00:00:00,BTC-USD,383.614990234375,391.3789978027344,26229400.0,387.427001953125,380.7799987792969,383.614990234375
2014-10-02 00:00:00,BTC-USD,375.0719909667969,385.49700927734375,21777700.0,383.9880065917969,372.9460144042969,375.0719909667969
2014-10-03 00:00:00,BTC-USD,359.5119934082031,377.6950073242188,30901200.0,375.1809997558594,357.8590087890625,359.5119934082031
2014-10-04 00:00:00,BTC-USD,328.8659973144531,364.4869995117188,47236500.0,359.8919982910156,325.885986328125,328.8659973144531
2014-10-05 00:00:00,BTC-USD,320.510009765625,341.8009948730469,83308096.0,328.9159851074219,289.2959899902344,320.510009765625
2014-10-06 00:00:00,BTC-USD,330.0790100097656,345.1340026855469,79011800.0,320.3890075683594,302.5599975585937,330.0790100097656
2014-10-07 00:00:00,BTC-USD,336.18701171875,339.2470092773437,49199900.0,330.5840148925781,320.48199462890625,336.18701171875
2014-10-08 00:00:00,BTC-USD,352.94000244140625,354.364013671875,54736300.0,336.1159973144531,327.18798828125,352.94000244140625
2014-10-09 00:00:00,BTC-USD,365.0260009765625,382.72601318359375,83641104.0,352.7479858398437,347.68701171875,365.0260009765625
